"","pct","donald_j_trump","marco_rubio","rafael_edward_cruz","john_kasich","benjamin_s_carson_sr","jeb_bush","rand_paul","mike_huckabee","chris_christie","carly_fiorina","jim_gilmore","lindsey_graham","rick_santorum","all_others","fips"
"2320","6 - South Salem No 1",79,30,45,6,15,2,1,2,0,0,0,0,0,0,"51775"
"2321","7 - South Salem No 2",134,106,72,12,27,1,1,1,0,0,0,1,0,0,"51775"
"2322","8 - East Salem",64,35,25,3,9,0,0,0,0,0,0,0,0,0,"51775"
"2323","9 - South Side Hills",210,138,106,31,41,0,1,0,0,0,0,1,0,0,"51775"
"2324","10 - Hidden Valley",190,178,104,48,38,2,0,2,0,0,0,2,0,0,"51775"
"2325","Ab - Central Absentee Precinct",19,21,27,8,4,4,1,1,0,0,0,0,1,0,"51775"
"2326","Provisional",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"51775"
"2327","101 - Weber City",90,46,48,9,20,0,0,4,0,0,0,0,0,0,"51169"
"2328","102 - Yuma",121,37,86,10,21,5,1,4,0,0,0,0,0,0,"51169"
"2329","202 - Weber City East",73,35,33,3,12,0,0,1,0,0,0,0,0,0,"51169"
"2330","203 - Hiltons",140,53,69,6,19,1,1,2,0,0,0,0,0,0,"51169"
"2331","204 - Clark's",47,15,28,2,5,0,0,0,0,0,0,0,0,0,"51169"
"2332","301 - Nickelsville",95,23,33,2,12,0,1,0,0,0,0,0,0,0,"51169"
"2333","302 - Snowflake",112,25,26,7,18,1,0,2,1,0,0,0,0,0,"51169"
"2334","303 - Twin Springs",58,19,32,4,2,1,0,0,0,1,1,0,0,0,"51169"
"2335","304 - Copper Creek",25,8,3,1,3,0,0,0,0,0,0,0,0,0,"51169"
"2336","401 - Gate City",227,126,98,14,40,1,3,1,0,0,0,0,1,0,"51169"
"2337","501 - Dungannon",53,10,12,0,1,0,0,1,0,0,0,0,0,0,"51169"
"2338","502 - Fort Blackmore",58,16,19,2,5,0,0,0,0,0,0,0,0,0,"51169"
"2339","503 - Manville",35,12,5,2,5,1,0,0,0,0,0,0,0,0,"51169"
"2340","504 - Rye Cove",92,11,16,7,19,1,0,0,0,0,0,0,0,0,"51169"
"2341","601 - Clinchport",81,13,15,1,9,0,0,0,0,0,0,0,0,0,"51169"
"2342","602 - Duffield-pattonsville",104,39,50,2,21,0,1,0,0,0,0,0,0,0,"51169"
"2343","603 - Fairview",27,8,14,3,1,1,0,0,0,0,0,0,0,2,"51169"
"2344","Ab - Central Absentee Precinct",38,23,12,2,6,1,0,0,0,0,0,0,0,0,"51169"
"2345","Provisional",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"51169"
"2346","101 - Orkney Springs",122,78,57,24,37,1,2,0,1,0,1,0,0,1,"51171"
"2347","103 - New Market",293,185,158,42,107,3,0,3,1,1,1,0,1,0,"51171"
"2348","201 - Conicville",219,109,79,27,38,2,2,1,0,0,0,0,0,0,"51171"
"2349","202 - Mt Jackson",222,107,82,17,37,2,2,1,0,0,0,0,1,1,"51171"
"2350","302 - Edinburg",171,131,113,20,51,2,0,4,0,0,0,0,0,0,"51171"
"2351","303 - St Luke",175,129,105,18,39,3,0,2,0,2,1,0,1,0,"51171"
"2352","304 - Fort Valley",104,84,68,23,28,1,2,0,0,0,0,0,1,0,"51171"
"2353","401 - Woodstock",285,257,159,101,121,1,3,1,0,0,0,0,0,0,"51171"
"2354","501 - Cedar Creek",23,15,7,1,5,0,0,1,0,0,0,0,0,0,"51171"
"2355","503 - Toms Brook",269,134,111,33,52,6,3,3,3,1,0,0,1,1,"51171"
"2356","504 - Lebanon Church",193,87,91,15,16,0,2,4,0,0,0,0,1,1,"51171"
"2357","601 - Strasburg",291,205,168,38,67,2,3,1,1,2,0,3,0,1,"51171"
"2358","Ab - Central Absentee Precinct",33,26,31,12,10,1,1,0,1,0,0,0,0,0,"51171"
"2359","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51171"
"2360","101 - Saltville",229,76,65,13,22,0,0,0,0,0,2,0,0,0,"51173"
"2361","201 - Seven Mile Ford",156,54,59,9,10,0,0,0,0,0,1,0,0,0,"51173"
"2362","202 - Rich Valley",60,26,14,3,7,0,0,1,0,0,0,0,0,0,"51173"
"2363","301 - Chilhowie",208,94,97,12,32,0,1,2,0,0,0,0,0,0,"51173"
"2364","302 - St Clair",73,17,19,5,6,0,0,0,0,0,0,0,0,0,"51173"
"2365","401 - East Park",158,76,34,15,26,1,0,2,2,0,0,0,0,0,"51173"
"2366","402 - West Park",49,32,12,6,5,0,2,1,0,0,1,0,0,0,"51173"
"2367","501 - Atkins",166,47,36,6,20,2,3,1,0,0,1,0,0,0,"51173"
"2368","502 - Wassona",88,62,35,17,19,0,1,0,0,0,0,0,1,0,"51173"
"2369","601 - Royal Oak East",147,41,59,10,12,1,0,0,1,0,0,0,0,0,"51173"
"2370","602 - Royal Oak West",88,48,30,4,7,1,1,0,0,0,0,0,0,0,"51173"
"2371","701 - Adwolfe",191,61,46,4,15,2,0,1,1,0,0,0,0,0,"51173"
"2372","702 - Sugar Grove",86,48,30,12,7,1,0,1,0,0,1,0,0,0,"51173"
"2373","703 - Konnarock",26,4,10,0,4,0,0,0,0,0,0,0,0,0,"51173"
"2374","Ab - Central Absentee Precinct",19,17,7,2,2,1,1,0,0,0,0,0,0,0,"51173"
"2375","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51173"
"2376","101 - Berlin",81,63,27,4,11,0,1,0,0,1,0,0,0,0,"51175"
"2377","102 - Ivor",110,49,29,8,13,0,0,0,0,0,0,0,0,0,"51175"
"2378","201 - Boykins",80,34,25,9,9,1,0,1,0,0,0,0,0,0,"51175"
"2379","202 - Branchville",36,18,15,3,3,0,0,0,0,0,0,0,0,0,"51175"
"2380","301 - Capron",69,41,31,9,12,2,0,0,0,0,0,0,0,0,"51175"
"2381","302 - Sebrell",74,34,15,4,7,0,0,0,0,0,0,0,0,0,"51175"
"2382","401 - Drewryville",43,21,14,4,3,0,0,0,0,0,0,0,0,0,"51175"
"2383","501 - Hunterdale",151,108,33,20,28,0,0,1,0,0,0,0,0,1,"51175"
"2384","502 - Forks-of-the-river",57,24,16,4,8,0,0,1,0,0,0,0,0,0,"51175"
"2385","601 - Courtland",111,75,38,8,17,1,0,1,2,1,1,0,0,0,"51175"
"2386","602 - Sedley",62,41,18,5,21,0,0,0,0,0,0,0,0,0,"51175"
"2387","701 - Blackwater River",38,18,8,1,6,0,0,0,0,0,0,0,0,0,"51175"
"2388","702 - Newsoms",99,52,29,7,12,3,0,0,0,0,1,0,0,0,"51175"
"2389","Ab - Central Absentee Precinct",14,6,12,3,2,1,0,0,0,1,0,0,0,0,"51175"
"2390","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51175"
"2391","101 - Partlow (CD 7)",305,96,89,14,37,4,2,3,0,0,1,0,0,0,"51177"
"2392","102 - Blaydes Corner (CD 7)",279,82,99,16,31,0,3,1,0,0,0,0,0,0,"51177"
"2393","103 - Travelers Rest (CD 7)",285,145,130,42,52,0,1,1,1,1,0,0,0,0,"51177"
"2394","104 - Massaponax (CD 1)",13,11,11,4,5,0,0,0,0,0,0,0,0,0,"51177"
"2395","104 - Massaponax (CD 7)",206,160,127,35,63,3,0,2,0,0,1,0,0,0,"51177"
"2396","201 - Wilderness School (CD 7)",241,177,126,74,40,1,1,1,1,1,0,0,0,0,"51177"
"2397","202 - Wilderness Fire (CD 7)",285,144,149,40,47,2,2,0,0,2,1,0,0,0,"51177"
"2398","203 - Ni River / Elys Ford (CD 7)",269,210,115,57,48,1,0,3,0,1,0,0,1,0,"51177"
"2399","204 - Chancellor (CD 7)",234,162,132,49,61,1,2,1,2,1,0,0,0,0,"51177"
"2400","301 - Plank Road (CD 1)",303,212,158,66,57,1,3,1,1,0,0,0,0,0,"51177"
"2401","302 - Hazel Run (CD 1)",237,218,140,55,47,3,1,0,2,0,0,0,0,0,"51177"
"2402","303 - Riverbend (CD 1)",371,309,232,91,90,5,4,1,2,0,0,0,0,0,"51177"
"2403","303 - Riverbend (CD 7)",4,0,0,0,0,0,0,0,0,0,0,0,0,0,"51177"
"2404","401 - Summit (CD 1)",245,186,131,60,52,4,8,2,0,0,0,0,0,0,"51177"
"2405","401 - Summit (CD 7)",2,4,1,0,0,0,0,0,0,0,0,0,0,0,"51177"
"2406","402 - Parkside (CD 1)",125,120,69,48,34,0,0,1,0,0,0,0,0,0,"51177"
"2407","402 - Parkside (CD 7)",76,79,59,5,18,1,0,0,0,0,0,0,0,0,"51177"
"2408","403 - Lee Hill (CD 1)",55,37,33,13,11,0,0,0,1,0,0,0,0,0,"51177"
"2409","403 - Lee Hill (CD 7)",234,293,208,76,40,1,2,1,0,1,1,1,0,0,"51177"
"2410","501 - Belmont (CD 7)",234,99,80,35,31,2,0,0,0,0,0,0,0,0,"51177"
"2411","502 - Brokenburg (CD 7)",214,88,77,34,27,0,1,0,0,0,1,0,0,0,"51177"
"2412","503 - Post Oak (CD 7)",237,91,96,21,32,0,0,2,0,1,0,0,0,0,"51177"
"2413","504 - Courthouse (CD 7)",250,192,155,51,46,0,1,0,0,0,0,0,0,0,"51177"
"2414","505 - Brock (CD 7)",309,328,125,144,50,2,0,1,0,1,0,0,0,0,"51177"
"2415","601 - Salem (CD 7)",265,199,191,41,52,0,4,1,0,0,1,1,1,0,"51177"
"2416","602 - Smith Station (CD 7)",327,282,167,63,61,3,5,2,2,1,0,0,0,0,"51177"
"2417","603 - Piedmont (CD 7)",190,112,83,42,31,2,2,1,0,0,0,1,0,0,"51177"
"2418","701 - Battlefield (CD 1)",196,165,118,50,32,2,0,3,0,0,1,0,0,0,"51177"
"2419","702 - Brents Mill (CD 1)",147,118,54,32,23,0,2,0,0,0,0,0,0,0,"51177"
"2420","702 - Brents Mill (CD 7)",96,95,88,30,27,0,1,0,1,0,0,1,1,0,"51177"
"2421","703 - Fairview (CD 7)",106,94,65,19,23,5,2,0,0,0,0,0,0,0,"51177"
"2422","704 - Gayle (CD 7)",350,307,172,109,70,2,2,2,2,0,0,1,1,0,"51177"
"2423","Ab - Central Absentee Precinct (CD 1)",40,29,30,14,8,1,1,0,0,0,0,0,0,0,"51177"
"2424","Ab - Central Absentee Precinct (CD 7)",128,115,74,41,14,4,0,1,2,1,2,0,0,0,"51177"
"2425","Provisional (CD 1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51177"
"2426","Provisional (CD 7)",0,1,0,0,2,0,0,0,0,0,0,0,0,0,"51177"
"2427","101 - Hartwood",539,385,262,84,100,8,1,1,1,4,0,0,0,0,"51179"
"2428","102 - Rocky Run",193,176,79,77,22,2,0,1,1,2,0,0,0,0,"51179"
"2429","103 - Simpson",260,236,144,59,57,6,3,0,1,1,0,0,1,0,"51179"
"2430","104 - College",345,265,170,72,80,0,0,0,0,1,0,1,1,0,"51179"
"2431","201 - Rock Hill",251,233,115,71,45,3,3,0,1,2,0,1,0,0,"51179"
"2432","202 - Roseville",309,328,147,63,49,4,3,1,0,2,0,0,0,0,"51179"
"2433","203 - Ruby",310,156,132,45,66,4,3,0,1,0,0,0,0,0,"51179"
"2434","204 - Stefaniga",337,361,172,134,65,7,2,2,0,2,0,1,0,0,"51179"
"2435","301 - Griffis",133,124,55,15,25,0,0,0,0,2,0,1,0,0,"51179"
"2436","302 - Widewater",245,146,118,29,38,0,1,2,2,0,0,1,1,0,"51179"
"2437","303 - Harbour",210,216,91,53,36,3,0,1,1,2,2,1,0,0,"51179"
"2438","304 - Barrett",118,64,57,16,19,2,0,0,0,1,0,0,0,0,"51179"
"2439","401 - Aquia",53,47,34,11,24,0,0,0,0,0,0,0,0,0,"51179"
"2440","402 - Courthouse",222,213,122,43,43,3,0,0,4,0,0,0,0,0,"51179"
"2441","403 - Brooke",386,241,185,83,52,1,4,1,0,1,0,0,0,0,"51179"
"2442","404 - Government Island",278,227,118,96,44,6,1,3,0,1,0,0,1,0,"51179"
"2443","501 - Grafton",468,299,173,92,75,2,3,0,1,0,1,0,0,0,"51179"
"2444","502 - Falmouth",255,257,125,81,57,3,1,0,0,1,1,0,1,0,"51179"
"2445","503 - Drew",256,150,93,33,47,4,1,2,1,1,0,0,0,0,"51179"
"2446","504 - Gayle",231,174,71,74,34,1,0,2,1,0,0,0,0,0,"51179"
"2447","601 - Ferry Farm",269,230,139,87,57,3,4,1,1,2,1,0,0,0,"51179"
"2448","602 - Chatham",265,280,146,60,61,3,2,3,0,0,0,0,0,0,"51179"
"2449","603 - White Oak",367,251,169,88,59,1,6,2,1,0,0,0,1,0,"51179"
"2450","604 - England Run",63,69,37,13,22,0,1,0,0,1,2,1,0,0,"51179"
"2451","701 - Woodlands",313,377,178,78,57,4,3,1,2,1,1,0,1,0,"51179"
"2452","702 - Whitson",175,187,117,29,27,0,2,2,0,0,0,0,0,0,"51179"
"2453","703 - Hampton",346,466,169,112,62,5,0,1,0,2,0,2,0,0,"51179"
"2454","Ab - Central Absentee Precinct",141,137,89,48,23,7,1,1,0,0,0,0,0,0,"51179"
"2455","Provisional",1,1,4,0,1,0,0,0,0,1,0,0,0,0,"51179"
"2456","101 - Ward No 1",210,139,105,25,36,3,1,1,1,0,1,1,0,0,"51790"
"2457","201 - Ward Two",291,196,155,47,74,3,1,1,0,0,1,0,1,0,"51790"
"2458","301 - Ward No 3",199,176,125,48,59,4,3,2,0,1,1,0,0,0,"51790"
"2459","401 - Ward No 4",156,290,114,75,43,6,0,4,2,0,1,1,0,0,"51790"
"2460","501 - Ward No 5",122,197,89,65,36,1,0,1,0,0,0,0,0,0,"51790"
"2461","Ab - Central Absentee Precinct",20,27,18,11,1,0,0,0,2,0,0,0,0,0,"51790"
"2462","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51790"
"2463","101 - Belleharbour",69,66,24,12,13,1,1,1,0,0,0,0,0,0,"51800"
"2464","102 - Driver",459,347,163,81,63,4,3,0,1,0,0,1,0,0,"51800"
"2465","104 - Bennetts Creek",201,195,89,26,39,3,2,1,0,1,0,0,0,0,"51800"
"2466","201 - Ebenezer",222,242,75,54,42,0,1,2,1,2,0,1,0,0,"51800"
"2467","202 - Chuckatuck",192,130,74,31,27,1,0,1,1,0,0,0,2,0,"51800"
"2468","203 - Kings Fork",140,106,61,40,25,0,2,0,0,0,0,0,0,0,"51800"
"2469","204 - Hillpoint",130,105,37,16,27,0,0,1,0,0,0,0,0,0,"51800"
"2470","301 - White Marsh",36,25,19,7,14,0,0,0,0,0,0,0,0,0,"51800"
"2471","302 - John F Kennedy",43,21,21,5,9,0,0,0,0,0,1,1,0,0,"51800"
"2472","304 - Nansemond River",138,101,56,30,29,0,5,0,1,0,0,0,0,0,"51800"
"2473","305 - Shoulders Hill",62,58,24,10,12,0,0,0,0,0,0,0,0,0,"51800"
"2474","401 - Airport",125,76,37,6,24,1,0,0,1,1,0,0,0,0,"51800"
"2475","402 - Whaleyville",187,113,60,13,30,0,1,0,1,0,0,0,0,0,"51800"
"2476","403 - Southside",12,2,1,0,0,1,0,0,0,0,0,0,0,0,"51800"
"2477","404 - Booker T Washington",16,10,7,1,8,0,0,0,0,1,0,0,0,0,"51800"
"2478","405 - Pittmantown",53,27,21,6,9,0,1,0,0,0,0,0,0,0,"51800"
"2479","501 - Kilbys Mill",260,194,95,40,53,1,1,0,1,0,2,1,0,0,"51800"
"2480","502 - Holland",239,131,88,23,35,0,0,0,0,0,1,0,0,0,"51800"
"2481","504 - Lake Cohoon",328,214,114,49,39,0,0,1,0,0,0,0,1,0,"51800"
"2482","601 - Lakeside",140,157,44,41,44,1,0,0,1,0,0,0,0,0,"51800"
"2483","602 - Olde Towne",39,26,13,2,14,1,1,0,0,0,1,0,0,0,"51800"
"2484","603 - Elephants Fork/westhaven",69,32,22,13,10,0,0,0,0,0,0,0,0,0,"51800"
"2485","604 - Wilroy",121,94,44,25,19,0,1,2,0,0,1,1,0,0,"51800"
"2486","605 - Hollywood",2,4,2,0,2,0,0,0,0,0,0,0,0,0,"51800"
"2487","702 - Harbourview",207,208,84,67,24,3,0,0,0,1,0,0,0,0,"51800"
"2488","704 - Burbage Grant",144,142,44,23,36,3,2,0,1,0,0,1,0,0,"51800"
"2489","706 - Huntersville",36,53,23,6,15,0,0,0,0,0,1,0,0,0,"51800"
"2490","Ab - Central Absentee Precinct",62,73,30,14,8,2,1,0,3,1,0,0,0,0,"51800"
"2491","Provisional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51800"
"2492","101 - Surry",105,66,61,7,22,0,0,1,0,1,0,0,1,0,"51181"
"2493","201 - Bacons Castle",36,15,12,1,14,1,0,0,0,0,0,0,0,0,"51181"
"2494","301 - Dendron",41,30,18,3,9,0,0,0,0,0,1,0,0,0,"51181"
"2495","302 - Walls Bridge",36,11,18,0,5,1,0,0,0,0,0,0,0,0,"51181"
"2496","401 - Carsley",56,31,28,2,7,1,0,0,0,0,1,0,0,0,"51181"
"2497","501 - Claremont",82,22,21,2,7,0,0,0,0,0,0,0,0,0,"51181"
"2498","502 - Spring Grove",6,5,6,1,3,0,0,0,0,0,0,0,0,0,"51181"
"2499","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51181"
"2500","101 - Waverly",32,24,17,5,7,0,0,0,0,1,0,2,0,0,"51183"
"2501","201 - Stony Creek",27,19,20,1,4,0,0,0,1,0,0,0,1,0,"51183"
"2502","202 - Little Mill",9,5,2,0,2,0,0,0,0,0,0,0,0,0,"51183"
"2503","301 - Courthouse",99,39,20,3,14,1,0,0,0,0,0,0,0,0,"51183"
"2504","302 - Wakefield",38,13,12,6,6,1,0,0,0,0,0,0,0,0,"51183"
"2505","401 - Mars Hill",59,20,11,2,8,1,0,0,0,0,0,0,1,0,"51183"
"2506","402 - West Wakefield",1,2,2,0,0,0,0,0,0,0,0,0,0,0,"51183"
"2507","501 - Henry",51,20,10,8,4,1,0,0,0,0,0,0,0,0,"51183"
"2508","502 - Yale",27,7,4,2,2,0,0,0,0,0,0,0,0,0,"51183"
"2509","601 - Blackwater",60,38,28,3,6,0,0,1,0,0,0,0,0,0,"51183"
"2510","602 - Newville",29,10,17,4,5,0,0,0,0,0,0,0,0,0,"51183"
"2511","AB - Central Absentee Precinct",8,6,2,1,0,1,0,0,0,0,0,0,0,0,"51183"
"2512","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51183"
"2513","101 - Abbs Valley",57,10,12,1,8,0,0,0,1,0,0,0,0,0,"51185"
"2514","102 - Tip Top",81,20,34,2,9,0,0,0,0,0,0,2,0,0,"51185"
"2515","103 - Boissevain",37,13,6,0,1,0,0,0,0,0,0,0,0,0,"51185"
"2516","104 - Falls Mills",93,31,27,3,9,1,2,0,0,0,0,0,0,0,"51185"
"2517","106 - Pocahontas",34,6,5,1,2,1,0,0,0,0,0,0,0,0,"51185"
"2518","107 - Amonate",17,5,4,0,0,0,0,0,0,0,0,0,0,0,"51185"
"2519","109 - Bishop",48,7,9,4,2,0,0,0,0,0,0,0,0,0,"51185"
"2520","110 - Adria",83,10,17,7,7,0,0,2,0,0,1,0,0,0,"51185"
"2521","111 - Gap Store",58,14,29,5,3,1,0,1,0,0,0,0,0,0,"51185"
"2522","112 - Bandy",43,12,5,0,6,0,0,0,0,0,0,0,0,0,"51185"
"2523","203 - Burkes Garden",36,5,8,3,7,0,1,0,0,0,1,0,0,0,"51185"
"2524","204 - Clear Fork",80,21,41,5,10,1,0,0,0,0,0,0,0,0,"51185"
"2525","207 - Freestone",25,2,15,3,4,1,0,1,1,0,0,0,0,0,"51185"
"2526","209 - Jeffersonville",446,134,119,27,55,2,1,1,0,0,1,0,0,0,"51185"
"2527","214 - Thompson Valley",110,31,29,9,11,0,1,0,1,0,0,0,0,0,"51185"
"2528","301 - Cedar Bluff",431,109,107,31,34,0,1,0,1,1,1,0,0,0,"51185"
"2529","302 - Baptist Valley",61,8,16,1,8,0,0,0,0,0,0,1,0,0,"51185"
"2530","303 - Wardell",158,47,53,5,16,1,0,0,0,1,0,0,0,0,"51185"
"2531","305 - Pounding Mill",111,21,27,10,20,1,1,0,0,0,0,0,0,0,"51185"
"2532","401 - Richlands",441,120,109,17,33,1,2,0,0,0,1,0,0,0,"51185"
"2533","402 - Jewell Ridge",44,2,3,2,5,1,0,0,0,0,0,0,0,0,"51185"
"2534","404 - Raven",136,20,18,7,8,0,0,1,0,0,1,0,1,0,"51185"
"2535","501 - Springville",284,65,102,17,23,0,0,1,0,0,0,0,0,0,"51185"
"2536","502 - Graham",458,157,163,50,71,1,3,4,1,1,0,0,0,0,"51185"
"2537","Ab - Central Absentee Precinct",49,23,10,4,2,2,0,1,1,0,0,0,0,0,"51185"
"2538","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51185"
"2539","1 - North Beach",378,389,67,168,33,1,1,0,0,1,0,1,0,0,"51810"
"2540","2 - South Beach",222,171,57,41,30,2,0,1,0,0,0,2,0,0,"51810"
"2541","3 - Ocean Lakes",186,142,29,40,40,0,3,0,3,0,0,0,1,0,"51810"
"2542","4 - Linkhorn",281,249,64,98,41,0,2,2,2,1,0,1,1,0,"51810"
"2543","5 - Seatack",176,115,23,28,18,1,3,0,0,0,1,0,1,0,"51810"
"2544","6 - Alanton",320,394,84,116,39,3,3,1,0,1,0,0,0,0,"51810"
"2545","7 - Kingston",213,263,94,104,26,2,2,0,1,0,0,1,0,0,"51810"
"2546","8 - London Bridge",280,209,68,42,35,2,4,1,0,0,0,0,1,0,"51810"
"2547","9 - Trantwood",349,333,101,122,37,3,4,4,1,0,0,1,0,0,"51810"
"2548","10 - Great Neck",423,418,107,147,38,2,1,0,1,1,0,0,0,1,"51810"
"2549","11 - Cape Henry",316,336,59,180,23,1,5,0,1,0,1,0,0,0,"51810"
"2550","12 - Plaza",198,113,55,25,42,2,5,1,0,0,1,0,0,0,"51810"
"2551","13 - Mt Trashmore",310,166,82,44,41,0,6,0,1,0,0,0,0,0,"51810"
"2552","14 - Malibu",279,201,69,61,42,2,1,2,0,0,0,1,0,1,"51810"
"2553","15 - Old Donation",148,76,66,18,21,1,0,2,2,0,1,0,0,0,"51810"
"2554","16 - Aragona",321,140,63,30,32,3,0,0,0,0,2,0,0,0,"51810"
"2555","17 - Ocean Park",205,201,54,69,28,1,4,0,1,2,0,1,0,0,"51810"
"2556","18 - Thoroughgood",326,358,71,113,47,1,3,0,3,0,0,0,0,1,"51810"
"2557","19 - Lake Smith",200,100,64,31,25,0,1,2,0,0,0,0,0,0,"51810"
"2558","20 - Bayside",222,153,50,43,28,0,2,0,0,0,0,0,0,0,"51810"
"2559","21 - Davis Corner",67,59,37,8,16,3,1,0,0,0,0,0,0,0,"51810"
"2560","22 - Point O View",240,204,71,33,39,0,0,2,0,1,0,0,0,0,"51810"
"2561","23 - Arrowhead",306,166,82,31,40,4,3,2,0,0,0,1,0,0,"51810"
"2562","24 - Larkspur",183,125,54,48,27,0,4,1,2,0,0,0,0,0,"51810"
"2563","25 - Avalon",326,273,126,58,60,1,0,0,1,0,0,0,1,0,"51810"
"2564","26 - Fairfield",248,284,82,65,47,4,2,2,0,0,1,0,0,0,"51810"
"2565","27 - Edwin",259,255,96,81,50,2,2,2,0,1,0,0,0,0,"51810"
"2566","28 - Thalia",226,183,59,59,29,2,1,2,0,0,0,0,0,0,"51810"
"2567","29 - Holland",132,90,57,11,27,3,4,1,1,0,0,0,1,0,"51810"
"2568","30 - Red Wing",295,231,61,110,42,3,4,0,0,0,0,0,0,0,"51810"
"2569","31 - Sigma",532,434,118,132,64,7,4,0,2,0,0,0,0,0,"51810"
"2570","32 - Creeds",181,93,44,21,37,0,0,1,0,0,0,1,0,0,"51810"
"2571","33 - Capps Shop",257,103,41,33,27,2,1,0,0,0,0,0,0,0,"51810"
"2572","34 - Blackwater",134,71,34,8,14,0,1,0,0,0,0,0,0,0,"51810"
"2573","35 - Courthouse",415,312,108,109,47,2,4,2,1,0,0,0,0,0,"51810"
"2574","36 - Windsor Oaks",210,154,84,33,36,0,2,0,0,2,0,0,0,0,"51810"
"2575","37 - Chesapeake Beach",183,130,27,35,27,1,0,0,0,0,0,0,0,0,"51810"
"2576","38 - Witchduck",450,350,99,122,49,2,2,0,0,2,1,0,0,1,"51810"
"2577","39 - Pembroke",264,195,73,46,36,5,6,1,0,0,1,0,0,0,"51810"
"2578","40 - Bonney",175,118,59,20,34,1,2,1,1,0,0,0,1,0,"51810"
"2579","41 - College Park",127,93,71,17,35,3,0,1,1,0,0,0,0,0,"51810"
"2580","42 - Brandon",198,177,101,39,53,1,2,1,0,0,0,0,0,0,"51810"
"2581","43 - Bellamy",123,106,53,18,27,2,1,0,0,0,1,0,0,0,"51810"
"2582","44 - Centerville",250,188,121,40,56,5,3,2,0,2,0,0,0,0,"51810"
"2583","45 - Timberlake",124,71,56,9,12,1,4,1,0,0,0,0,0,0,"51810"
"2584","46 - Green Run",111,76,25,23,18,1,0,0,0,0,0,0,0,0,"51810"
"2585","47 - Kings Grant",377,432,125,147,39,2,3,1,2,0,0,0,2,0,"51810"
"2586","48 - Wolfsnare",279,339,106,73,40,1,7,1,2,2,0,0,0,0,"51810"
"2587","49 - Lynnhaven",329,272,74,120,35,2,0,2,2,1,0,0,0,0,"51810"
"2588","50 - Oceana",69,27,16,6,9,0,2,0,0,0,0,0,0,0,"51810"
"2589","51 - Stratford Chase",257,212,87,52,44,1,4,2,0,0,1,0,0,0,"51810"
"2590","52 - Homestead",277,252,131,46,73,2,5,2,2,0,2,0,1,0,"51810"
"2591","53 - Shannon",239,209,63,62,28,3,1,1,1,0,1,0,0,0,"51810"
"2592","54 - Cromwell",150,129,50,18,26,1,0,0,0,0,0,0,0,0,"51810"
"2593","55 - Magic Hollow",153,81,41,6,30,4,1,2,0,0,0,0,0,1,"51810"
"2594","56 - Edinburgh",157,128,41,29,23,1,1,1,0,1,0,0,0,0,"51810"
"2595","57 - Sherry Park",193,121,73,21,46,2,0,1,0,0,0,0,0,0,"51810"
"2596","58 - Glenwood",219,188,100,27,22,2,4,0,0,0,0,0,0,0,"51810"
"2597","59 - Shelton Park",172,115,40,42,26,4,0,1,0,1,0,0,0,0,"51810"
"2598","60 - Foxfire",352,287,111,82,49,1,2,0,2,1,0,1,0,0,"51810"
"2599","61 - Baker",39,27,8,5,15,0,2,1,0,0,0,0,0,0,"51810"
"2600","62 - Landstown",306,232,95,49,41,2,3,1,0,1,0,0,0,0,"51810"
"2601","63 - Culver",326,249,81,74,51,0,3,2,0,0,0,0,0,0,"51810"
"2602","64 - Rosemont Forest",259,233,107,49,35,2,2,1,2,1,0,0,0,0,"51810"
"2603","65 - Colonial",158,165,63,32,54,2,2,1,1,1,0,0,0,0,"51810"
"2604","66 - Hunt",263,202,78,54,56,1,4,0,2,1,0,0,1,0,"51810"
"2605","67 - Eastern Shore",88,70,30,15,19,2,0,0,1,0,0,0,0,0,"51810"
"2606","68 - Manor",277,243,91,60,39,2,2,0,0,0,0,0,1,0,"51810"
"2607","69 - Shell",92,88,30,20,20,1,2,1,0,0,0,0,0,0,"51810"
"2608","70 - Corporate Landing",218,151,60,22,37,2,1,6,0,0,0,0,0,0,"51810"
"2609","71 - Round Hill",93,83,24,19,15,0,0,0,1,0,0,1,0,0,"51810"
"2610","72 - Rudee",327,203,74,59,28,0,0,0,0,1,1,0,0,0,"51810"
"2611","73 - Dahlia",121,81,41,9,20,0,1,0,0,0,0,0,0,0,"51810"
"2612","74 - Buckner",122,72,50,11,16,0,2,1,0,0,1,1,1,0,"51810"
"2613","75 - Colony",350,308,86,112,22,5,1,0,1,0,0,0,0,0,"51810"
"2614","76 - Village",87,60,39,21,14,1,0,1,0,0,0,0,0,1,"51810"
