"","pct","donald_j_trump","marco_rubio","rafael_edward_cruz","john_kasich","benjamin_s_carson_sr","jeb_bush","rand_paul","mike_huckabee","chris_christie","carly_fiorina","jim_gilmore","lindsey_graham","rick_santorum","all_others","fips"
"2045","502 - Occoquan (CD 11)",114,96,38,37,11,3,3,0,1,0,0,0,0,0,"51153"
"2046","503 - Old Bridge (CD 11)",92,107,38,29,15,0,2,2,1,0,0,0,0,0,"51153"
"2047","504 - Rockledge (CD 11)",135,148,57,64,41,1,0,0,0,1,0,0,0,0,"51153"
"2048","505 - Mohican (CD 1)",175,265,85,76,39,4,1,1,0,1,0,0,0,0,"51153"
"2049","506 - Bethel (CD 11)",201,221,119,62,42,2,2,2,1,0,0,0,1,0,"51153"
"2050","507 - Chinn (CD 11)",153,187,68,47,21,2,1,1,0,1,0,0,0,0,"51153"
"2051","508 - Springwoods (CD 1)",67,124,40,30,10,3,1,2,0,0,0,0,0,0,"51153"
"2052","509 - Mc Coart (CD 1)",290,241,142,113,31,5,2,1,0,0,0,1,0,0,"51153"
"2053","510 - Yates Ford (CD 10)",175,160,104,61,46,3,1,1,0,0,0,1,0,0,"51153"
"2054","511 - Westridge (CD 1)",188,228,103,72,20,1,2,4,0,2,0,1,0,0,"51153"
"2055","512 - York (CD 11)",72,85,38,18,16,1,0,1,0,0,0,0,0,0,"51153"
"2056","513 - Lynnwood (CD 11)",154,336,139,110,26,2,1,2,0,0,0,0,0,0,"51153"
"2057","514 - Antietam (CD 11)",176,235,70,94,30,2,4,0,0,1,0,0,0,0,"51153"
"2058","601 - Dale (CD 11)",62,52,33,9,11,1,0,0,0,0,0,0,0,0,"51153"
"2059","602 - Beville (CD 11)",135,129,104,31,29,2,1,0,0,0,0,0,0,0,"51153"
"2060","603 - Godwin (CD 11)",50,65,24,8,6,1,1,1,1,0,0,0,0,0,"51153"
"2061","604 - Gideon (CD 11)",86,75,43,16,10,3,2,1,0,0,0,0,0,0,"51153"
"2062","605 - Minnieville (CD 11)",124,102,50,30,17,0,2,1,1,0,1,0,0,0,"51153"
"2063","606 - Bel Air (CD 11)",137,87,52,21,19,0,1,1,0,2,0,1,0,1,"51153"
"2064","607 - Kerrydale (CD 11)",112,111,71,13,31,2,2,1,0,1,0,0,0,0,"51153"
"2065","608 - Enterprise (CD 11)",129,89,56,16,15,0,3,0,0,0,0,0,0,0,"51153"
"2066","609 - King (CD 1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51153"
"2067","609 - King (CD 11)",141,112,82,38,26,2,3,3,0,0,0,0,0,0,"51153"
"2068","610 - Fitzgerald (CD 11)",102,103,52,32,23,1,6,0,0,1,0,1,0,0,"51153"
"2069","611 - Neabsco (CD 11)",77,54,28,11,19,2,2,0,1,0,0,0,0,0,"51153"
"2070","701 - Belmont (CD 11)",162,139,68,58,19,1,1,1,0,0,0,0,0,0,"51153"
"2071","702 - Library (CD 11)",74,112,29,27,13,2,2,2,0,0,0,1,0,0,"51153"
"2072","703 - Lynn (CD 11)",36,34,21,3,11,0,1,0,0,0,0,0,1,0,"51153"
"2073","704 - Porter (CD 11)",45,47,22,13,11,1,1,0,0,0,0,0,1,0,"51153"
"2074","705 - Potomac View (CD 11)",125,69,43,15,9,1,1,0,0,0,0,0,1,0,"51153"
"2075","706 - Rippon (CD 11)",155,110,59,34,18,1,0,2,0,1,1,0,0,0,"51153"
"2076","707 - Kilby (CD 11)",89,51,35,6,7,1,0,0,0,1,2,0,0,0,"51153"
"2077","708 - River Oaks (CD 11)",68,84,43,20,8,3,0,0,0,0,0,0,0,0,"51153"
"2078","709 - Freedom (CD 11)",54,79,36,11,10,0,0,0,0,0,1,0,0,0,"51153"
"2079","710 - Powells Creek (CD 11)",41,51,15,10,8,0,0,0,0,0,0,0,0,0,"51153"
"2080","711 - Grayson (CD 11)",108,70,40,7,11,2,0,2,0,0,0,0,0,0,"51153"
"2081","712 - Leesylvania (CD 11)",133,148,87,45,24,3,1,1,0,0,0,1,0,0,"51153"
"2082","Ab - Central Absentee Precinct (CD 1)",172,212,124,51,20,16,4,1,1,2,0,1,1,0,"51153"
"2083","Ab - Central Absentee Precinct (CD 10)",109,144,61,41,13,8,0,0,3,0,0,0,0,0,"51153"
"2084","Ab - Central Absentee Precinct (CD 11)",137,132,68,34,10,4,3,0,1,2,0,1,1,0,"51153"
"2085","Provisional (CD 1)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,"51153"
"2086","Provisional (CD 10)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51153"
"2087","Provisional (CD 11)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"51153"
"2088","101 - Belspring",83,34,37,7,23,0,0,0,0,0,0,0,0,0,"51155"
"2089","102 - New River",238,129,76,36,37,3,3,1,0,0,1,0,0,0,"51155"
"2090","103 - West Cloyd",168,46,43,5,19,0,0,1,1,0,0,0,0,0,"51155"
"2091","201 - Draper",194,87,54,16,30,1,0,1,0,0,1,0,0,0,"51155"
"2092","202 - South Pulaski",34,6,10,1,0,1,0,1,0,0,0,0,0,0,"51155"
"2093","203 - Newbern",228,102,72,18,42,4,1,1,1,2,1,0,0,0,"51155"
"2094","301 - Dublin",246,117,74,27,39,0,1,0,0,1,0,0,0,0,"51155"
"2095","302 - Hiwassee",60,15,11,2,4,0,0,1,0,0,0,0,0,0,"51155"
"2096","304 - Snowville",162,50,37,9,23,0,1,1,0,0,1,0,0,0,"51155"
"2097","401 - Massie",264,114,117,24,46,0,0,3,0,0,0,0,0,0,"51155"
"2098","402 - Walker",158,45,19,3,17,0,0,0,0,0,0,0,0,0,"51155"
"2099","501 - Robinson",271,112,81,20,51,2,1,0,0,0,0,0,0,0,"51155"
"2100","Ab - Central Absentee Precinct",18,20,7,3,6,2,0,0,0,0,0,0,0,0,"51155"
"2101","Provisional",0,1,2,0,0,0,0,0,0,0,0,0,0,0,"51155"
"2102","101 - Washington",111,73,48,28,25,1,1,0,1,0,0,1,0,0,"51157"
"2103","201 - Amissville",123,73,64,18,35,1,2,0,0,0,0,0,0,0,"51157"
"2104","301 - Sperryville",86,46,33,19,13,2,1,0,0,1,0,0,1,0,"51157"
"2105","401 - Scrabble",90,37,61,12,18,1,0,1,0,0,0,0,1,0,"51157"
"2106","501 - Chester Gap",63,29,30,7,13,0,1,0,0,1,1,0,0,0,"51157"
"2107","502 - Flint Hill",63,38,22,11,8,3,0,1,0,0,0,1,0,0,"51157"
"2108","Ab - Central Absentee Precinct",20,10,4,3,2,1,0,0,0,0,0,0,0,0,"51157"
"2109","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51157"
"2110","101 - Precinct 1-1",36,28,16,5,8,0,1,1,2,0,0,0,0,0,"51159"
"2111","201 - Precinct 2-1",77,43,23,2,17,0,0,0,0,0,0,0,0,0,"51159"
"2112","301 - Precinct 3-1",65,77,13,4,23,0,0,0,0,0,1,0,0,0,"51159"
"2113","401 - Precinct 4-1",65,65,22,13,16,1,0,1,0,0,0,0,0,0,"51159"
"2114","501 - Precinct 5-1",57,75,28,8,14,0,0,0,2,1,0,0,0,0,"51159"
"2115","Ab - Central Absentee Precinct",6,9,1,2,2,0,0,0,0,0,0,0,0,0,"51159"
"2116","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51159"
"2117","101 - One Hundred One (CD 7)",125,353,61,151,19,3,1,0,2,2,0,0,0,0,"51760"
"2118","102 - One Hundred Two (CD 7)",79,215,28,74,8,0,0,0,0,1,0,0,0,0,"51760"
"2119","104 - One Hundred Four (CD 7)",111,411,53,148,19,2,0,0,0,0,2,0,0,0,"51760"
"2120","105 - One Hundred Five (CD 7)",85,290,35,81,7,0,0,0,3,1,0,2,0,0,"51760"
"2121","106 - One Hundred Six (CD 7)",155,446,58,203,12,2,0,1,0,0,0,0,0,0,"51760"
"2122","111 - One Hundred Eleven (CD 7)",81,209,47,52,13,3,2,0,4,0,1,0,1,0,"51760"
"2123","112 - One Hundred Twelve (CD 7)",69,185,29,50,7,1,2,0,0,0,0,0,0,0,"51760"
"2124","113 - One Hundred Thirteen (CD 3)",37,150,24,50,10,0,0,0,0,0,0,1,0,0,"51760"
"2125","114 - One Hundred Fourteen (CD 3)",66,202,43,64,20,0,7,1,1,0,0,0,1,0,"51760"
"2126","203 - Two Hundred Three (CD 3)",56,162,40,59,15,5,1,0,2,0,0,1,0,0,"51760"
"2127","204 - Two Hundred Four (CD 3)",66,190,24,69,8,3,2,0,1,0,0,0,0,0,"51760"
"2128","206 - Two Hundred Six (CD 3)",32,66,14,22,8,0,0,0,0,0,0,0,0,0,"51760"
"2129","207 - Two Hundred Seven (CD 3)",57,233,36,64,8,0,1,0,1,0,0,0,1,0,"51760"
"2130","208 - Two Hundred Eight (CD 3)",56,219,41,88,11,3,2,0,0,2,0,0,0,0,"51760"
"2131","213 - Two Hundred Thirteen (CD 3)",20,54,8,18,3,1,5,2,0,0,0,0,0,0,"51760"
"2132","301 - Three Hundred One (CD 3)",3,16,5,4,0,0,0,0,0,0,0,0,0,0,"51760"
"2133","302 - Three Hundred Two (CD 3)",15,59,11,19,5,0,1,0,0,1,0,0,0,0,"51760"
"2134","303 - Three Hundred Three (CD 3)",8,11,3,5,4,0,0,0,2,0,0,0,0,0,"51760"
"2135","304 - Three Hundred Four (CD 3)",5,7,3,0,2,0,0,0,0,0,0,0,1,0,"51760"
"2136","305 - Three Hundred Five (CD 3)",5,27,11,7,7,0,0,0,0,0,0,0,0,0,"51760"
"2137","306 - Three Hundred Six (CD 3)",8,20,4,5,5,0,0,0,0,0,0,0,0,0,"51760"
"2138","307 - Three Hundred Seven (CD 3)",37,98,29,44,9,2,0,1,0,0,0,0,0,0,"51760"
"2139","308 - Three Hundred Eight (CD 3)",50,100,36,46,8,1,1,0,0,0,0,0,1,0,"51760"
"2140","309 - Three Hundred Nine (CD 7)",76,113,25,39,9,7,1,1,0,0,0,0,1,0,"51760"
"2141","310 - Three Hundred Ten (CD 3)",2,0,0,0,2,0,0,0,1,0,0,0,0,0,"51760"
"2142","402 - Four Hundred Two (CD 3)",109,296,71,113,22,5,5,0,0,4,1,0,1,0,"51760"
"2143","404 - Four Hundred Four (CD 3)",87,105,36,18,11,0,1,0,1,0,1,0,0,0,"51760"
"2144","409 - Four Hundred Nine (CD 7)",195,332,117,104,41,1,0,0,2,1,0,0,0,0,"51760"
"2145","410 - Four Hundred Ten (CD 7)",96,112,62,43,16,0,0,1,0,0,0,0,0,0,"51760"
"2146","412 - Four Hundred Twelve (CD 3)",16,33,10,9,4,0,0,0,0,0,0,0,0,0,"51760"
"2147","412 - Four Hundred Twelve (CD 7)",24,46,15,6,9,0,0,0,0,0,0,0,0,0,"51760"
"2148","413 - Four Hundred Thirteen (CD 7)",98,168,62,66,12,1,2,0,0,2,0,0,0,0,"51760"
"2149","414 - Four Hundred Fourteen (CD 7)",140,212,85,80,21,2,4,1,3,0,1,0,0,0,"51760"
"2150","501 - Five Hundred One (CD 3)",41,109,23,29,7,1,1,2,0,0,0,0,0,0,"51760"
"2151","503 - Five Hundred Three (CD 3)",28,52,15,30,2,0,1,0,0,1,0,0,0,0,"51760"
"2152","504 - Five Hundred Four (CD 3)",32,112,12,25,5,1,2,0,0,0,1,0,0,0,"51760"
"2153","505 - Five Hundred Five (CD 3)",15,35,6,14,6,1,2,0,0,0,0,0,0,0,"51760"
"2154","508 - Five Hundred Eight (CD 3)",20,67,16,18,4,1,3,1,0,0,0,0,0,0,"51760"
"2155","509 - Five Hundred Nine (CD 3)",11,9,4,5,8,1,0,0,0,0,0,0,1,0,"51760"
"2156","510 - Five Hundred Ten (CD 3)",18,26,16,4,4,1,0,0,1,1,0,0,0,0,"51760"
"2157","602 - Six Hundred Two (CD 3)",1,2,1,0,1,0,0,0,0,0,0,0,0,0,"51760"
"2158","603 - Six Hundred Three (CD 3)",7,11,6,1,3,0,0,0,0,0,0,0,0,0,"51760"
"2159","604 - Six Hundred Four (CD 3)",4,3,5,1,4,0,1,0,0,0,0,0,1,0,"51760"
"2160","606 - Six Hundred Six (CD 3)",5,5,4,2,1,1,0,0,0,0,0,0,0,0,"51760"
"2161","607 - Six Hundred Seven (CD 3)",41,69,13,28,4,3,2,0,0,0,0,0,0,0,"51760"
"2162","609 - Six Hundred Nine (CD 3)",17,26,6,12,6,1,1,0,0,0,0,0,0,0,"51760"
"2163","610 - Six Hundred Ten (CD 3)",1,3,3,0,2,0,1,0,0,0,0,0,0,0,"51760"
"2164","701 - Seven Hundred One (CD 3)",4,2,3,0,1,0,0,0,0,0,0,0,0,0,"51760"
"2165","702 - Seven Hundred Two (CD 3)",2,16,4,6,1,0,1,0,1,0,0,0,0,0,"51760"
"2166","703 - Seven Hundred Three (CD 3)",6,35,6,6,7,0,0,0,0,0,0,1,0,0,"51760"
"2167","705 - Seven Hundred Five (CD 3)",19,60,11,17,2,0,0,0,0,0,0,0,0,0,"51760"
"2168","706 - Seven Hundred Six (CD 3)",22,24,15,4,7,0,2,0,0,1,2,0,0,0,"51760"
"2169","707 - Seven Hundred Seven (CD 3)",52,164,37,47,9,0,6,0,0,0,0,1,0,0,"51760"
"2170","708 - Seven Hundred Eight (CD 3)",24,118,30,25,13,2,1,1,1,0,0,0,0,0,"51760"
"2171","802 - Eight Hundred Two (CD 3)",8,3,3,1,1,0,0,0,0,0,0,0,0,0,"51760"
"2172","806 - Eight Hundred Six (CD 3)",31,12,11,1,7,0,0,0,0,0,0,1,0,0,"51760"
"2173","810 - Eight Hundred Ten (CD 3)",15,13,8,3,6,0,0,1,0,0,0,0,1,0,"51760"
"2174","811 - Eight Hundred Eleven (CD 3)",25,6,5,1,2,0,0,0,0,0,0,0,0,0,"51760"
"2175","812 - Eight Hundred Twelve (CD 3)",46,28,26,6,17,0,0,0,1,0,0,0,0,0,"51760"
"2176","814 - Eight Hundred Fourteen (CD 3)",14,8,5,1,4,0,0,0,0,0,0,0,1,0,"51760"
"2177","902 - Nine Hundred Two (CD 3)",15,2,3,1,3,0,0,0,0,0,0,0,0,0,"51760"
"2178","903 - Nine Hundred Three (CD 3)",27,15,16,3,10,1,0,0,0,0,0,0,0,0,"51760"
"2179","908 - Nine Hundred Eight (CD 3)",14,9,10,0,1,0,0,0,0,0,0,0,0,0,"51760"
"2180","908 - Nine Hundred Eight (CD 7)",10,7,6,1,8,0,0,1,0,0,0,0,0,0,"51760"
"2181","909 - Nine Hundred Nine (CD 3)",32,27,8,3,5,1,0,0,0,1,0,1,0,0,"51760"
"2182","910 - Nine Hundred Ten (CD 3)",34,18,13,2,5,0,0,0,0,0,0,0,0,0,"51760"
"2183","911 - Nine Hundred Eleven (CD 3)",12,9,3,0,1,0,0,0,0,0,0,0,0,0,"51760"
"2184","Ab - Central Absentee Precinct (CD 3)",35,32,16,14,2,3,1,0,0,1,0,1,0,0,"51760"
"2185","Ab - Central Absentee Precinct (CD 7)",22,46,9,26,1,5,0,1,1,0,0,0,0,0,"51760"
"2186","Provisional (CD 3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51760"
"2187","Provisional (CD 7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51760"
"2188","101 - Catawba (CD 9)",81,42,53,9,15,1,0,0,0,0,0,0,0,0,"51161"
"2189","102 - Mason Valley (CD 9)",83,35,60,12,16,0,0,1,0,1,0,0,0,0,"51161"
"2190","103 - Glenvar (CD 9)",197,118,112,12,38,1,2,4,0,0,0,1,0,0,"51161"
"2191","104 - Northside (CD 9)",118,94,81,24,22,1,2,1,1,0,0,0,0,0,"51161"
"2192","105 - Peters Creek (CD 9)",250,186,164,28,69,1,1,0,0,0,0,0,0,0,"51161"
"2193","106 - Green Hill (CD 9)",275,196,161,34,51,0,2,2,0,0,0,0,0,0,"51161"
"2194","107 - Bennett Springs (CD 9)",106,55,85,9,26,0,1,0,0,0,0,0,0,0,"51161"
"2195","108 - Wildwood (CD 9)",138,90,93,23,28,1,0,1,0,1,0,0,0,0,"51161"
"2196","201 - Plantation (CD 6)",154,144,101,21,28,0,1,1,2,0,0,0,0,0,"51161"
"2197","202 - Burlington (CD 6)",89,63,75,7,18,0,1,0,0,0,0,0,0,0,"51161"
"2198","203 - Mountain View (CD 6)",266,208,172,37,57,0,2,3,1,0,0,0,0,0,"51161"
"2199","204 - Botetourt Springs (CD 9)",179,161,133,40,44,0,0,4,0,0,0,0,0,0,"51161"
"2200","205 - Orchards (CD 6)",287,265,242,71,77,3,0,0,2,1,0,0,0,0,"51161"
"2201","206 - Hollins (CD 6)",88,61,41,10,23,1,1,0,0,1,1,0,0,0,"51161"
"2202","301 - Bent Mountain (CD 9)",69,41,49,18,23,1,0,1,0,1,0,0,0,0,"51161"
"2203","302 - Poages Mill (CD 6)",272,278,225,76,63,2,5,2,0,1,1,0,0,0,"51161"
"2204","303 - Windsor Hills (CD 6)",145,143,98,30,32,3,0,0,0,1,0,0,0,0,"51161"
"2205","304 - Oak Grove (CD 6)",263,317,172,99,51,3,3,0,0,0,0,0,0,0,"51161"
"2206","305 - Castle Rock (CD 6)",266,392,198,100,44,0,3,0,3,1,2,1,2,0,"51161"
"2207","306 - Garst Mill (CD 6)",119,89,61,34,18,2,2,0,0,0,0,0,0,0,"51161"
"2208","402 - Bonsack (CD 6)",70,57,42,11,17,0,0,0,0,0,0,0,0,0,"51161"
"2209","403 - North Vinton (CD 6)",204,103,104,22,40,1,2,0,0,0,0,0,0,0,"51161"
"2210","404 - South Vinton (CD 6)",197,90,107,26,25,0,0,0,0,0,0,1,0,0,"51161"
"2211","405 - Lindenwood (CD 6)",355,243,213,41,59,4,5,2,0,0,1,0,0,0,"51161"
"2212","406 - Mount Pleasant (CD 6)",232,143,161,21,46,1,2,1,3,0,0,0,1,0,"51161"
"2213","501 - Cotton Hill (CD 6)",161,166,92,37,12,0,1,1,1,1,0,0,1,0,"51161"
"2214","502 - Penn Forest (CD 6)",109,112,78,29,24,1,1,1,0,0,2,0,0,0,"51161"
"2215","503 - Cave Spring (CD 6)",163,160,95,59,43,1,4,3,0,0,0,0,1,0,"51161"
"2216","504 - Ogden (CD 6)",110,80,65,18,19,2,0,0,0,0,0,1,0,0,"51161"
"2217","505 - Clearbrook (CD 6)",162,60,87,17,15,0,1,0,0,1,0,0,0,0,"51161"
"2218","506 - Mount Vernon (CD 6)",127,116,78,16,18,2,1,1,1,1,0,0,0,0,"51161"
"2219","507 - Hunting Hills (CD 6)",241,278,129,69,21,3,0,2,1,1,0,0,0,0,"51161"
"2220","Ab - Central Absentee Precinct (CD 6)",53,73,38,17,11,5,1,0,0,1,1,0,0,0,"51161"
"2221","Ab - Central Absentee Precinct (CD 9)",21,20,17,5,1,1,0,0,0,0,0,0,0,0,"51161"
"2222","Provisional (CD 6)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51161"
"2223","Provisional (CD 9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51161"
"2224","1 -Peters Creek",54,21,44,4,14,1,1,0,0,1,1,0,0,0,"51770"
"2225","2 - Grandview",104,57,52,10,31,1,0,1,0,0,0,1,0,0,"51770"
"2226","3 -Preston Park",203,112,119,20,35,2,0,0,1,0,1,1,0,0,"51770"
"2227","4 - Williamson Road",130,50,66,11,24,1,1,0,0,0,0,0,0,0,"51770"
"2228","5 - East Gate",175,105,109,16,38,4,3,3,1,0,0,0,0,0,"51770"
"2229","6 - Hollins Road",123,47,58,16,33,2,0,0,0,1,0,1,0,0,"51770"
"2230","7 - Southeast",128,42,64,7,20,1,1,2,0,0,0,0,0,0,"51770"
"2231","8 - Lincoln Terrace",13,13,5,3,7,0,0,0,0,0,0,2,0,0,"51770"
"2232","9 - Highland",59,61,37,12,18,2,2,0,0,0,0,0,0,0,"51770"
"2233","10 - Old Southwest-Wasena",101,105,77,25,20,1,2,0,0,0,0,0,0,0,"51770"
"2234","11 - Raleigh Court",147,197,97,58,30,2,5,0,1,0,0,0,0,0,"51770"
"2235","12 - South Roanoke",182,275,79,117,36,2,3,1,0,0,0,1,0,0,"51770"
"2236","13 - Garden City",216,93,117,14,32,1,1,1,2,0,0,0,0,0,"51770"
"2237","14 - Crystal Spring",165,241,76,96,30,0,4,2,0,1,0,0,1,0,"51770"
"2238","15 - Grandin Court",164,168,107,52,29,2,1,1,0,1,1,0,0,0,"51770"
"2239","16 - Deyerle",219,253,133,81,45,2,2,2,2,0,0,0,0,0,"51770"
"2240","17 - Lee-Hi",124,149,82,33,23,1,3,0,4,1,0,1,0,0,"51770"
"2241","18 - Virginia Heights-Norwich",104,75,49,25,12,2,4,2,1,0,0,1,0,0,"51770"
"2242","19 - Summit Hills",105,73,77,10,35,0,1,1,1,0,0,0,0,0,"51770"
"2243","20 - Forest Park",17,5,11,0,7,0,0,0,0,1,0,0,0,0,"51770"
"2244","21 - Eureka Park",11,12,12,2,8,0,2,1,0,0,0,0,0,0,"51770"
"2245","Ab - Central Absentee Precinct",39,38,24,18,8,3,1,0,2,0,0,0,1,0,"51770"
"2246","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51770"
"2247","101 - Airport",96,106,35,72,11,1,2,0,0,0,0,0,0,0,"51163"
"2248","102 - Ben Salem",79,66,46,23,16,0,1,0,0,0,0,0,0,0,"51163"
"2249","103 - Plank Road",49,25,25,17,8,0,0,0,0,0,1,0,0,0,"51163"
"2250","104 - Effinger",44,32,20,11,21,0,0,0,0,0,0,0,0,0,"51163"
"2251","201 - Collierstown",55,59,28,28,10,1,1,0,0,0,0,0,0,0,"51163"
"2252","202 - Highland Belle",125,156,66,44,28,0,0,0,1,0,0,0,0,0,"51163"
"2253","203 - Vo-tech",29,33,9,18,10,0,1,0,1,0,0,0,0,0,"51163"
"2254","301 - Maury River",64,28,25,4,11,0,0,0,0,0,0,0,0,0,"51163"
"2255","302 - Natural Bridge",79,22,29,4,13,0,0,1,0,1,0,0,0,0,"51163"
"2256","303 - Falling Spring",41,13,22,5,6,1,0,0,0,1,0,0,0,0,"51163"
"2257","401 - Fairfield",71,71,33,17,14,1,0,0,0,0,0,0,0,0,"51163"
"2258","402 - Mountain View",106,89,39,24,23,2,0,0,0,0,0,1,0,0,"51163"
"2259","403 - Vesuvius",40,18,29,4,4,1,0,1,0,0,0,0,0,0,"51163"
"2260","501 - Goshen",70,13,18,7,5,0,0,2,0,0,0,0,0,0,"51163"
"2261","502 - Meadowview",53,82,23,17,15,1,0,1,0,0,0,0,0,0,"51163"
"2262","503 - Rockbridge Baths",48,33,15,16,17,0,0,1,0,0,1,0,0,0,"51163"
"2263","504 - Rockbridge",91,63,52,27,19,1,1,1,1,0,0,1,0,0,"51163"
"2264","Ab - Central Absentee Precinct",14,26,12,20,5,2,0,0,2,2,0,0,2,0,"51163"
"2265","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51163"
"2266","101 - Broadway",230,184,136,38,58,3,0,0,0,0,1,0,1,0,"51165"
"2267","102 - Timberville",117,85,41,15,22,0,0,0,0,0,0,1,0,0,"51165"
"2268","103 - Fulks Run",147,62,91,10,23,0,1,0,0,0,0,0,1,0,"51165"
"2269","104 - Bergton",54,31,40,6,15,0,0,0,1,0,0,0,0,0,"51165"
"2270","105 - Lacey Spring",124,51,67,17,23,0,1,0,0,0,0,0,0,0,"51165"
"2271","106 - Tenth Legion",108,55,41,14,22,1,0,1,0,1,1,1,0,0,"51165"
"2272","107 - Plains",127,62,72,10,34,1,2,0,2,0,1,0,0,0,"51165"
"2273","108 - Little North Mountain",76,58,44,16,19,0,0,1,0,0,0,0,0,0,"51165"
"2274","201 - Singers Glen",131,101,109,25,38,2,2,1,0,0,1,0,0,0,"51165"
"2275","202 - Edom",220,171,152,28,55,3,1,2,1,0,1,0,0,0,"51165"
"2276","203 - Dayton",91,108,62,16,21,2,1,0,1,0,0,0,0,0,"51165"
"2277","204 - Mt Clinton",187,143,119,32,44,1,1,1,0,0,0,0,0,0,"51165"
"2278","205 - Silver Lake",198,193,152,65,58,1,0,0,2,0,1,0,0,0,"51165"
"2279","301 - Keezletown",123,66,77,16,29,1,1,1,0,0,0,0,1,0,"51165"
"2280","302 - Port Republic",188,111,108,24,40,0,2,1,0,1,1,0,0,0,"51165"
"2281","303 - Melrose",117,65,61,5,24,1,0,1,0,0,0,0,0,0,"51165"
"2282","304 - Grottoes",211,85,65,19,32,2,3,1,0,0,0,0,0,0,"51165"
"2283","305 - Massanetta Springs",157,238,107,64,43,2,0,0,2,0,0,0,0,0,"51165"
"2284","306 - Cross Keys",67,50,46,14,14,1,1,0,0,0,0,0,0,0,"51165"
"2285","307 - Crossroads",232,305,142,104,43,1,1,3,1,0,0,1,0,0,"51165"
"2286","401 - Bridgewater",208,325,221,98,84,6,0,2,3,2,2,2,0,0,"51165"
"2287","402 - Montezuma",157,145,124,34,35,0,1,3,0,0,0,0,1,0,"51165"
"2288","403 - Mt Crawford",21,19,14,9,6,0,0,0,0,0,1,0,0,0,"51165"
"2289","404 - North River",130,103,117,14,45,1,0,1,1,1,0,0,0,0,"51165"
"2290","405 - Ottobine",244,96,124,18,43,2,1,0,0,0,0,0,0,0,"51165"
"2291","501 - Elkton",181,76,88,11,30,4,1,1,0,0,0,0,0,0,"51165"
"2292","502 - Swift Run",298,101,129,17,45,1,3,1,1,0,0,0,0,0,"51165"
"2293","503 - Mcgaheysville",270,145,130,27,48,1,0,2,0,2,2,0,0,0,"51165"
"2294","504 - South Fork",155,64,55,11,21,2,0,1,1,0,0,0,0,0,"51165"
"2295","505 - Stony Run",192,134,104,42,58,1,2,0,0,0,0,0,1,0,"51165"
"2296","Ab - Central Absentee Precinct",75,69,67,26,14,3,1,1,1,2,0,0,0,0,"51165"
"2297","Provisional",1,2,0,0,2,0,0,0,0,0,0,0,0,0,"51165"
"2298","101 - Moccasin",118,36,66,7,8,0,0,0,0,0,0,0,0,0,"51167"
"2299","102 - Copper Creek",70,23,28,1,9,0,0,0,0,0,0,0,0,0,"51167"
"2300","103 - South Castlewood",72,18,12,1,5,0,0,0,0,0,0,0,0,0,"51167"
"2301","201 - North Castlewood",200,64,86,4,19,0,1,2,0,0,0,0,0,0,"51167"
"2302","202 - Dante",41,5,7,2,3,0,0,1,0,0,0,0,0,0,"51167"
"2303","301 - Cooks Mill",43,12,3,2,2,0,0,0,0,0,0,0,0,0,"51167"
"2304","302 - Daugherty",71,14,31,0,7,0,0,0,0,0,0,0,0,0,"51167"
"2305","303 - New Garden",108,32,30,7,13,0,0,0,0,0,0,0,0,0,"51167"
"2306","304 - Cleveland",67,14,18,3,5,1,0,0,0,0,0,0,0,0,"51167"
"2307","401 - Drill",20,2,4,1,2,0,0,0,0,0,0,0,0,0,"51167"
"2308","402 - Swords Creek",218,46,47,5,16,0,3,1,1,0,0,0,0,0,"51167"
"2309","403 - Honaker",65,19,8,4,9,0,0,1,0,0,0,1,0,0,"51167"
"2310","501 - West Lebanon",273,98,112,16,37,1,1,3,1,0,1,0,0,0,"51167"
"2311","601 - East Lebanon",126,63,59,9,22,0,0,3,2,0,0,0,0,0,"51167"
"2312","602 - Elk Garden",214,73,43,14,19,0,0,1,1,0,0,0,0,0,"51167"
"2313","Ab - Central Absentee Precinct",24,10,7,4,2,1,2,2,0,0,2,0,0,0,"51167"
"2314","Provisional",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51167"
"2315","1 - North Salem No 2",134,186,81,42,41,1,1,0,0,0,0,0,0,0,"51775"
"2316","2 - Conehurst",80,39,34,3,11,1,0,0,0,0,1,0,0,0,"51775"
"2317","3 - Beverly Heights",99,73,76,6,16,1,2,0,0,0,0,0,0,0,"51775"
"2318","4 - West Salem",112,138,77,17,29,0,4,1,0,0,1,0,0,0,"51775"
"2319","5 - North Salem No 1",125,123,94,34,25,1,2,1,0,0,0,0,0,0,"51775"
